text,label
Lan cần amq-online -1 - console-init metadata giấy phép ở vị trí không chính xác trong vòng 1 giờ nữa ưu tiên Trung bình,1
Hồng triển khai Thêm hỗ trợ cho external bridges cho dự án Cloud Messaging Orchestrator trước thứ 2 tuần sau với mức độ ưu tiên Khẩn cấp,1
"Giao cho Mai Với tư cách Developer , gửi và nhận messages trong một distributed transaction ( yêu cầu AMQP extension ) ,dealine: trong vòng 3 ngày nữa với ưu tiên Cao",1
"Với mức độ ưu tiên Trung bình, Nguyễn Thanh Hiếu xử lý Console-IoT-UI - Tạo General Info trên project detail page của dự án Cloud Messaging Orchestrator trong hôm nay",1
Mai đảm nhận Có thể định nghĩa duplicate addresses ( sử dụng router pattern matching syntax ) trước ngày 15/04/2025 ,1
"trong vòng 3 ngày nữa, Nguyễn Thanh Hiếu yêu cầu Docs : Thay đổi tất cả xrefs thành links thuộc dự án MeshRoute với mức độ ưu tiên Cao",1
"Nguyễn Văn Hải triển khai UXD : Là Customer , thấy messaging routes / ingresses khi mở address space trong console trong hôm nay của dự án TypedAddress MaaS Core",1
Sắp xếp sai trong chương 5 trong dự án A-MQ Messaging-as-a-Service cần được thực hiện bởi Nguyễn Văn Hải ngay sau kỳ nghỉ Tết với ưu tiên Cao,1
"Với mức độ ưu tiên Vừa phải, Nguyễn Văn Hải đảm nhận Với tư cách System Admin , cho phép tạo / xoá address spaces bằng service catalog trên nhiều clusters cho dự án Cloud Messaging Orchestrator lúc 14h ngày 25/12/2025",1
"Giao cho Nguyễn Văn Hải Docs : Thêm known issue về message ordering trên queues trong dự án ,dealine: ngay sau kỳ nghỉ Tết với ưu tiên Trung bình",1
"Mai được giao [ console ] Có thể tạo subscription mà không có topic trong console , # 2 vào sáng thứ 3 tới ",1
"Với mức độ ưu tiên Trung bình, Lan đảm nhận Thiết lập và chạy Prod Gates và xử lý bất kỳ khoảng trống nào cho dự án Cloud Messaging Orchestrator cuối tuần này",1
"Giao cho Trương Văn Đức Xây dựng phiên bản mới của systemtests-clients ,dealine: lúc 14h ngày 25/12/2025 với ưu tiên Cao",1
Nguyễn Văn Hải đảm bảo Di chuyển tenant service sang Quarkus vào lúc 10h30 sáng thứ 5 với mức độ ưu tiên Vừa phải,1
"Với mức độ ưu tiên Vừa phải, Nguyễn Thanh Hiếu chịu trách nhiệm Docs : Thêm hướng dẫn kích thước vào tài liệu downstream thuộc dự án A-MQ Messaging-as-a-Service trong tuần này",1
"cuối tuần này, Mai được giao Cung cấp upgrade path cho users của ! thuộc dự án A-MQ Messaging-as-a-Service với mức độ ưu tiên Bình thường",1
"Giao cho Nguyễn Thanh Hiếu Console-IoT-UI - Xoá gateway assignment functionality trong device detail page ,dealine: vào lúc 7h sáng ngày 1/1/2026 với ưu tiên Ưu tiên",1
"trước ngày 25 tháng 12, Long phải Nút Delete All không hoạt động thuộc dự án Cloud Messaging Orchestrator với mức độ ưu tiên Bình thường",1
"Giao cho Nguyễn Văn Hải Docs : Sửa Standard address space image để xoá MQTT gateway và clients của dự án ,dealine: trước đầu tháng sau với ưu tiên Ưu tiên",1
"Tài chịu trách nhiệm Là Customer , thấy messaging routes / ingresses khi mở address space trong console trước thứ 2 tuần sau ",1
"Giao cho Nguyễn Văn Hải Console-IoT-UI - Thêm dialogs cho device list page của dự án ,dealine: vào lúc 10h sáng thứ 2 tuần sau với ưu tiên Trung bình",1
"Giao cho Hồng Nâng cấp router lên 1.0 ,dealine: trước ngày 02/09 với ưu tiên Khẩn cấp",1
"Giao cho Nam Với tư cách System Admin , cài AMQ Online bằng OLM ,dealine: vào sáng thứ 3 tới với ưu tiên Trung bình",1
"Với mức độ ưu tiên Trung bình, Nam phải agent : Results count không được đặt chính xác sau khi refresh trang thuộc dự án Cloud Messaging Orchestrator trong vòng 1 giờ nữa",1
Tài phải Docs : Ghi chú phát hành 1.1 trong vòng 3 ngày nữa ,1
"Nguyễn Văn Hải tiến hành Với tư cách Developer , gửi / nhận messages bằng AMQP 1.0 trong dự án MeshRoute trước ngày 01/05/2025 với mức độ ưu tiên Ưu tiên",1
"Với mức độ ưu tiên Gấp, Tài chịu trách nhiệm Thêm trường trạng thái vào CRs để vượt qua xác thực Operator Hub trong dự án MeshRoute vào lúc 10h sáng thứ 2 tuần sau",1
"Giao cho Trương Văn Đức Tạo / xoá business application credentials cho IoT tenant cho dự án ,dealine: trước 23h59 ngày 31/12 với ưu tiên Trung bình",1
"Giao cho Hồng Docs : RNs 1.3 ,dealine: vào sáng thứ 3 tới với ưu tiên Gấp",1
"của dự án TypedAddress MaaS Core, Mai chịu trách nhiệm Thêm hỗ trợ cho pod disruption budgets trong hôm nay với mức độ ưu tiên Gấp",1
Long được giao Service catalog : Binding không được tạo chính xác trước ngày 31/12/2025 với mức độ ưu tiên Gấp,1
Nam phải Custom certificate cung cấp trong AMQ Online console được mã hoá hai lần trước lễ 30/4 ưu tiên Ưu tiên,1
"Hồng tiến hành Với tư cách Developer , nhận events HTTP đã xảy ra khi tôi bị ngắt kết nối trước ngày 30/06/2025 ưu tiên Bình thường",1
"Giao cho Nguyễn Văn Hải [ Console-IoT ] Tạo Review component cho device của dự án ,dealine: lúc 14h ngày 25/12/2025 với ưu tiên Ưu tiên",1
"Nam cần Addressspace edit không hoạt động , tôi không thể chuyển plan và auth service trước ngày 01/01/2026 thuộc dự án A-MQ Messaging-as-a-Service",1
"Giao cho Nam Bao gồm đặc tả API quản lý trong tài liệu thuộc dự án ,dealine: trước lễ 30/4 với ưu tiên Trung bình",1
"hạn cuối là 10/06, Mai cần Không sử dụng default deployer service account của dự án TypedAddress MaaS Core với mức độ ưu tiên Bình thường",1
Nam yêu cầu Binding credentials vẫn có thể sử dụng sau khi secret bị xoá trước đầu tháng sau của dự án A-MQ Messaging-as-a-Service,1
Tài chịu trách nhiệm Thêm type và plan vào address-space trong address controller ( đổi tên instance thành address-space ? ) ngay sau kỳ nghỉ Tết với mức độ ưu tiên Khẩn cấp,1
Nguyễn Thanh Hiếu đảm bảo Expiry-address và TTL không hoạt động cho durable subscriptions cho dự án MeshRoute trước 23h59 ngày 31/12 với mức độ ưu tiên Ưu tiên,1
Nam triển khai Forwarder không giải quyết message đã mang replicated annotation trong vòng 3 ngày nữa với mức độ ưu tiên Trung bình,1
Hồng cần Thay đổi parent images để sử dụng external registry registry.redhat.io/ubi7/ubi:latest của dự án TypedAddress MaaS Core trước ngày 01/05/2025 với mức độ ưu tiên Khẩn cấp,1
Tài phải Build warnings từ UI builds trước ngày 15/4 ưu tiên Ưu tiên,1
"Giao cho Nguyễn Văn Hải Sửa cài đặt local jenkins instance để kiểm tra của dự án ,dealine: trước ngày 02/09 với ưu tiên Khẩn cấp",1
"của dự án A-MQ Messaging-as-a-Service, Mai yêu cầu Link "" learn more "" trong modal tạo address mới là dead link trước ngày 15/4 với mức độ ưu tiên Vừa phải",1
"đầu tháng sau, Tài được giao Bảo vệ chống lại giá trị queue depth bất ngờ ( ARTEMIS-1982 ) khi xác định liệu Broker có bị drained hay không của dự án MeshRoute với mức độ ưu tiên Bình thường",1
"[ Shared infra ] Hỗ trợ chỉ định podTemplate ( affinity , tolerations , priority , memory request / limits , storage request / limits ) cho routers và brokers thuộc dự án TypedAddress MaaS Core cần được thực hiện bởi Tài hạn cuối là 10/06 với ưu tiên Ưu tiên",1
"Mai xử lý Với tư cách System Admin , tạo và xoá addresses trong address space mà không để tenant thấy các address đó trước 15h chiều nay với mức độ ưu tiên Bình thường",1
Mai cần Thêm tài liệu cho việc sử dụng User API của dự án Cloud Messaging Orchestrator trước ngày 15/4 với mức độ ưu tiên Trung bình,1
Nguyễn Thanh Hiếu triển khai Sắp xếp cột trên links page ( Links / Clients ) không hoạt động vào lúc 18h chiều mai ,1
Tài được giao Thêm hỗ trợ kiểm tra requests dựa trên limits và đặt status trên address của dự án A-MQ Messaging-as-a-Service lúc 15h ngày 20/5 với mức độ ưu tiên Trung bình,1
"Với mức độ ưu tiên Cao, Mai xử lý Tạo alert cho console status cho dự án EnRoute – Messaging Address Controller cuối tuần này",1
"Hồng phải Với tư cách Tenant Admin , gán permissions cho address space users để cho phép họ gửi / nhận / tạo / xoá / quản lý addresses của một name / pattern nhất định trước 23h59 ngày 31/12 cho dự án A-MQ Messaging-as-a-Service",1
Long cần Tạo / xoá business application credentials cho IoT tenant vào lúc 18h chiều mai ưu tiên Khẩn cấp,1
"của dự án TypedAddress MaaS Core, Tài phải [ Shared infra ] Hỗ trợ chỉ định minAvailable / maxUnavailable cho routers và brokers ( PodDisruptionBudgets ) trước ngày mai với mức độ ưu tiên Trung bình",1
Hồng xử lý Xoá tư cách thành viên nhóm root khỏi các images dựa trên Java ( Quyền tối thiểu ) cuối tuần này ,1
Mai thực hiện [ Test ] Điều tra root cause của acceptance failed tests lúc 14h ngày 25/12/2025 trong dự án EnRoute – Messaging Address Controller,1
Long cần Address space Broker nên chỉ ra rằng giao thức STOMP được hỗ trợ trước 17h chiều nay với mức độ ưu tiên Cao,1
Long đảm nhận EOL AMQ Online : Loại bỏ Hello World khỏi dev portal vào lúc 10h30 sáng thứ 5 ,1
"Mai đảm nhận Với tư cách System Admin , xoá address space plan khỏi hệ thống đang hoạt động trước ngày 20/05/2025 với mức độ ưu tiên Trung bình",1
Nguyễn Thanh Hiếu đảm bảo Thêm hỗ trợ cho mTLS configuration của aggregated api server trước thứ 2 tuần sau ,1
"Tài: thực hiện gửi báo cáo tiến độ vào Thứ 5, sau đó phối hợp cùng Long thực hiện kiểm thử module đăng nhập.",1
"thuộc dự án A-MQ Messaging-as-a-Service, Mai đảm nhận [ Console-Iot ] Tạo Device bằng Json format vào lúc 10h30 sáng thứ 5 với mức độ ưu tiên Gấp",1
"Giao cho Nam Console-IoT-UI - Tích hợp pre-confirm dialog để xoá gateways và credentials trong device detail page ,dealine: trong tuần tới với ưu tiên Trung bình",1
Mai đảm nhận Cho phép thay đổi spec của address space trong dự án A-MQ Messaging-as-a-Service trong vòng 3 ngày nữa với mức độ ưu tiên Trung bình,1
"Với mức độ ưu tiên Gấp, Long thực hiện [ IoT Design ] Chỉnh sửa Device thuộc dự án MeshRoute trước đầu tháng sau",1
"Với mức độ ưu tiên Ưu tiên, Trương Văn Đức đảm bảo Sản phẩm hoá cả Hono và các thành phần IoT EnMasse tuỳ chỉnh trong dự án MeshRoute trong hôm nay",1
"trước ngày mai, Nguyễn Thanh Hiếu thực hiện [ Console-IoT ] Sử dụng manage column toolbar để cập nhật device list thuộc dự án MeshRoute với mức độ ưu tiên Gấp",1
"trước 17h chiều nay, Hồng triển khai Operator metadata tham chiếu internal registry url cho AMQ Online 1.6.0 thuộc dự án Cloud Messaging Orchestrator với mức độ ưu tiên Bình thường",1
Console-IoT-UI - Tạo serialize function cho device để chỉnh sửa device trong json page thuộc dự án EnRoute – Messaging Address Controller cần được thực hiện bởi Nguyễn Văn Hải hạn là 20/5/2025 với ưu tiên Bình thường,1
"Nam chịu trách nhiệm Với tư cách Monitor , xem metrics về một user cụ thể trước 23h59 ngày 31/12 ",1
"Hồng phải Message counters không hoạt động ( message in / out / stored ) , Connections cũng không hoạt động trước ngày 15/04/2025 ",1
Tài tiến hành Connection detail page thất bại đối với brokered address space trước 17h chiều nay với mức độ ưu tiên Bình thường,1
Nguyễn Thanh Hiếu xử lý Docs : Thay thế image Console downstream trước ngày 30/06/2025 của dự án A-MQ Messaging-as-a-Service,1
Mai tiến hành Các filters connection hiện có không áp dụng cho các connections mới hình thành của dự án Cloud Messaging Orchestrator trong tuần này với mức độ ưu tiên Ưu tiên,1
"Giao cho Nguyễn Thanh Hiếu Với tư cách Tenant Admin , tạo addresses cung cấp reliable store và forward messaging từ sender tới single receiver ( trong số nhiều receiver tiềm năng ) đang nghe trên address đó trong dự án ,dealine: trước ngày 30/06/2025 với ưu tiên Gấp",1
"trước ngày 25 tháng 12, Tài chịu trách nhiệm Docs : Sửa link ở đầu tài liệu Sử dụng Red Hat AMQ Console thuộc dự án A-MQ Messaging-as-a-Service với mức độ ưu tiên Bình thường",1
Mai thực hiện Xem xét các tuỳ chọn Hono service và thêm properties hợp lý vào IoTConfig trước lễ 30/4 ưu tiên Cao,1
"Giao cho Tài Với tư cách Monitor , tích hợp address space với industry leading APM tooling để hỗ trợ application monitoring ,dealine: trước ngày 31/12/2025 với ưu tiên Bình thường",1
"Với mức độ ưu tiên Khẩn cấp, Nam đảm bảo Với tư cách Tenant Admin , xoá binding khỏi service , xoá mọi credentials liên quan thuộc dự án EnRoute – Messaging Address Controller trước ngày 02/09",1
"Giao cho Lan Console-IoT-UI - Thêm navigation để xem project details và devices thuộc dự án ,dealine: trước ngày 30/04 với ưu tiên Gấp",1
"Giao cho Lan Làm cho "" caCertSecretName "" tuỳ chọn trong external authService config cho dự án ,dealine: trong hôm nay với ưu tiên Khẩn cấp",1
Nam phải Docs : Xoá ghi chú liên quan đến DLQs lúc 14h ngày 25/12/2025 ,1
Mai tiến hành Cung cấp tiện ích dòng lệnh để quản lý EnMasse trước ngày 30/06/2025 thuộc dự án MeshRoute,1
Nguyễn Thanh Hiếu phải Hỗ trợ interop team loại trừ test khỏi LPT testrun thuộc dự án A-MQ Messaging-as-a-Service hạn cuối là 10/06 với mức độ ưu tiên Cao,1
Long yêu cầu [ QE ] Kiểm tra respin images vào lúc 10h30 sáng thứ 5 với mức độ ưu tiên Khẩn cấp,1
Mai thực hiện Đưa lại tests cho các device registry split models khác nhau trước 23h59 ngày 31/12 với mức độ ưu tiên Cao,1
Long đảm bảo Thêm readiness check cho dispatch router trước ngày 31/12/2025 ưu tiên Trung bình,1
Mai thực hiện Bảng tham chiếu cho các giả định vai trò Developer trước ngày 15/04/2025 ,1
Cho phép cấu hình SSL provider cho các connector của broker trong dự án MeshRoute cần được thực hiện bởi Mai trong vòng 1 giờ nữa với ưu tiên Trung bình,1
Nguyễn Văn Hải được giao Dấu gạch ngang trong tên metric ( amp-online ) không tương thích với quy ước đặt tên Prometheus của dự án A-MQ Messaging-as-a-Service cuối quý 2 với mức độ ưu tiên Vừa phải,1
Lan chịu trách nhiệm Lọc addresses với ký tự sao trong console cho kết quả sai trước ngày 30/06/2025 ,1
Nam cần system-tests : Viết lại sang junit5 bước 2 ( giảm inheritance của TestBases ) cuối tháng này với mức độ ưu tiên Ưu tiên,1
"Giao cho Mai durable subscriptions : agent ,dealine: vào lúc 10h30 sáng thứ 5 với ưu tiên Cao",1
"Với mức độ ưu tiên Cao, Nguyễn Thanh Hiếu yêu cầu Với tư cách Tenant Admin , cho address space lấy toàn bộ cấu hình từ một address space khác , cung cấp cơ chế graceful shutdown sẽ khiến tất cả messages lưu trữ trong address space được di chuyển tới nơi khác trong mạng trong dự án A-MQ Messaging-as-a-Service trước ngày 01/05/2025",1
Mai được giao Cho phép sắp xếp Addresses theo số lượng message trước ngày 01/01/2026 ưu tiên Trung bình,1
"Giao cho Hồng Tái cấu trúc GraphQL delete addressspace và address để nhận nhiều target ,dealine: trước ngày mai với ưu tiên Gấp",1
"Với mức độ ưu tiên Trung bình, Lan được giao Triển khai GraphQL closeConnections trong dự án Cloud Messaging Orchestrator trước ngày 02/09",1
"Mai tiến hành Với tư cách Tenant Admin , gán / xoá vai trò Tenant Admin cho nhiều user thay thế trước 17h chiều nay cho dự án TypedAddress MaaS Core",1
"system-tests : Mở rộng MQTT tests để kiểm tra tính năng "" will "" thuộc dự án Cloud Messaging Orchestrator cần được thực hiện bởi Hồng cuối tuần này với ưu tiên Khẩn cấp",1
"Long phải Với tư cách Tenant Admin , tạo address space lấy toàn bộ cấu hình address , authentication và authorization từ address space khác và tạo thành một mạng logic duy nhất trước thứ 2 tuần sau ",1
Trương Văn Đức được giao [ IoT Design ] Tạo Device vào lúc 9h sáng ngày mai của dự án EnRoute – Messaging Address Controller,1
"Với mức độ ưu tiên Khẩn cấp, Lan được giao [ QE ] Tham gia Business Resilience Management cho dự án A-MQ Messaging-as-a-Service cuối tháng này",1
"Giao cho Hồng Cấu hình router anti-affinity theo mặc định ,dealine: trước ngày 01/05/2025 với ưu tiên Trung bình",1
"thuộc dự án EnRoute – Messaging Address Controller, Lan đảm bảo Nâng cấp Infinispan lên 11 . x vào lúc 10h sáng thứ 2 tuần sau với mức độ ưu tiên Cao",1
"Với mức độ ưu tiên Khẩn cấp, Tài đảm nhận Docs : Xoá address space bằng dòng lệnh thuộc dự án EnRoute – Messaging Address Controller trước ngày 30/04",1
Nam đảm bảo Console-IoT-UI - Tạo Change Password dialog / modal component vào lúc 10h30 sáng thứ 5 ,1
Tài triển khai Di chuyển CSB Jenkins sang version 2-289-2 trước ngày 01/01/2026 ,1
"Giao cho Nam Điều tra failing LPINTEROP test thuộc dự án ,dealine: trước 23h59 ngày 31/12 với ưu tiên Cao",1
"Với tư cách Tenant Admin , khi tạo address chọn một plan từ danh sách cố định định nghĩa yêu cầu tài nguyên dự kiến cho danh sách đó trong dự án Cloud Messaging Orchestrator cần được thực hiện bởi Hồng trước ngày mai với ưu tiên Ưu tiên",1
"Giao cho Nguyễn Thanh Hiếu Xác định connector trước khi secret được tham chiếu tồn tại dẫn đến NPE và address space vĩnh viễn không sẵn sàng ,dealine: trong vòng 1 giờ nữa với ưu tiên Vừa phải",1
Tài yêu cầu Triển khai device registry có khả năng mở rộng hạn là 20/5/2025 ,1
Long đảm nhận [ Productisation ] Sử dụng redhat prefixed nodejs dependencies của Agent vào lúc 18h chiều mai ưu tiên Gấp,1
"Giao cho Trương Văn Đức Padlock icon ở trạng thái sai cho TLS connection trên connection detail page ,dealine: trước ngày 30/06/2025 với ưu tiên Trung bình",1
"Giao cho Hồng Gửi x messages vào queue , hiển thị x messages out ngay lập tức trong console cho dự án ,dealine: trước ngày 15/4 với ưu tiên Gấp",1
Hồng yêu cầu [ brokered console ] Metrics messages in / out không hoạt động chính xác vào lúc 18h chiều mai ưu tiên Ưu tiên,1
